"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Paulette (FR)
Полет (BG)
Hašišbába (CS)
Η συνταγή της Πωλέτ (EL)
El postre de la alegría (ES)
Babcia Gandzia (PL)
Nome de Código: Paulette (PT)
Полетта. Во все тяжкие (RU)
Полетта (RU)
Hašišbaba (SK)
Balkanska Bojevnica (SL)
Полетта (UK)
Paulette (XX)
Paulette (XX)
Ha'khagiga shel Paulette (XX)";"FR";"2012";"Jérôme Enrico";"1 888 511"
"Un plan parfait (FR)
Fly Me to the Moon (EN)
A Perfect Plan (EN)
Перфектен план (BG)
Der nächste, Bitte! (DE)
Der Nächste, bitte! (DE)
Liebe den Nächsten (DE)
Gamos se doseis (EL)
Γάμος σε δόσεις (EL)
Llévame a la Luna (ES)
Abielu kaheks päevaks (ET)
Savršen plan (HR)
Véletlen boldogság (HU)
Un Piano Perfetto (IT)
Un piano perfetto (IT)
Puikus planas (LT)
Nevainojams Plāns (LV)
Wyszłam za mąż, zaraz wracam (PL)
Um Plano Perfeito (PT)
Um Plano Perfeito (PT)
Un plan perfect (RO)
Замуж на 2 дня (RU)
Čudovit Načrt (SL)
Savršen plan (SR)
Замiж на 2 днi (UK)
Un plan parfait (XX)
Un plan parfait (XX)";"FR / BE";"2012";"Pascal Chaumeil";"1 876 418"
"Amen (FR)
Amen - Eyewitness (EN)
Амин (BG)
Der Stellvertreter (DE)
Amin. (EL)
Amen. (ES)
Amén. (ES)
Amén (ES)
Aamen. (FI)
Aamen. Lopullinen ratkaisu (FI)
Le vicaire (FR)
Ámen (HU)
Amen (IT)
Den endelige løsningen (NO)
Amen (PL)
Amém (PT)
Amen (RO)
Аминь (RU)
Den slutgiltiga lösningen (SV)
Amin (TR)
Amen. (XX)
Eyewitness (XX)";"FR / DE / RO";"2002";"Costa-Gavras";"1 866 410"
"Dialogue avec mon jardinier (FR)
Conversations with My Gardener (EN)
Dialog mit meinem Gärtner (DE)
Conversaciones con mi jardinero (ES)
El jardinero (ES)
Conversa amb el meu jardiner (ES)
Razgovori s mojim vrtlarom (HR)
Beszélgetés a kertészemmel (HU)
Il Mio Amico Giardiniere (IT)
Il mio amico giardiniere (IT)
Samtaler med min gartner (NO)
Rozmowy z moim ogrodnikiem (PL)
Conversas com Meu Jardineiro (PT)
Conversas com o Meu Jardineiro (PT)
Диалог с моим садовником (RU)
Samtal med min trädgårdsmästare (SV)
Dialogue avec mon jardinier (XX)
Dialogue avec mon jardinier (XX)
Conversations with My Gardener (XX)";"FR";"2007";"Jean Becker";"1 858 619"
"Timbuktu (AR)
Тимбукту (BG)
Timbuktu (EL)
Timbuktu (ES)
Timbuktu (ES)
Timbuktú (ES)
Timbuktú (ES)
Le chagrin des oiseaux (FR)
Timbuktu (PL)
Timbuktu (PT)
Timbuktu (RO)
Тимбукту (RU)
Timbuktu (TR)
Тiмбукту (UK)
Timbuktu (XX)
Timbuktu (XX)
Timbuktu (XX)";"FR / MR";"2014";"Abderrahmane Sissako";"1 855 647"
"Le code a changé (FR)
Change Of Plans (EN)
Change of Plans (EN)
Franske forviklinger (DA)
Affären À La Carte (DE)
Affären à la carte (DE)
Change of Plans (EL)
Cena de Amigos (ES)
Cena de amigos (ES)
Cena de amigos (ES)
Amor a la carta (ES)
Forviklinger (NO)
Zmiana planów (PL)
Încâlceală în stil franţuzesc (RO)
Код изменился (RU)
Le code a changé (XX)
Le code a changé (XX)
Change of Plans (XX)
A Change of Plans (XX)
Change of Plans (XX)
The Code Has Changed (XX)
The Plans Have Changed (XX)";"FR";"2009";"Danièle Thompson";"1 853 245"
"Le Coeur des hommes 2 (FR)
Η δύναμη της φιλίας (EL)
Le coeur des hommes 2 (FR)
Férfiszív 2. (HU)
Serce mezczyzny 2 (PL)
Le coeur des hommes 2 (XX)
Le Coeur des hommes 2 (XX)";"FR";"2007";"Marc Esposito";"1 844 620"

"Search the database for a film using one or several criterias - Search results"
" - title : "
" - production_year_begin : 2000"
" - production_year_end : 2021"
" - admission_year_begin : ----"
" - admission_year_end : ----"
" - director : "
" - producing_country_id : France  (FR)"
